age,income,loan_amount,credit_score,employment_years,previous_defaults,num_open_accounts,credit_history_years,monthly_debt,debt_to_income_ratio,loan_purpose,home_ownership,education,marital_status,risk
36,74559,3611,647,32,0,13,23,1775.08,0.286,debt_consolidation,rent,high_school,married,0
32,72906,16470,630,13,0,14,2,1026.36,0.169,home_improvement,mortgage,bachelor,single,0
22,27625,16506,744,0,0,10,7,1629.94,0.708,debt_consolidation,mortgage,high_school,married,1
61,65509,500,718,24,0,10,11,1398.55,0.256,debt_consolidation,mortgage,high_school,single,0
44,72581,500,572,5,0,6,1,1343.82,0.222,debt_consolidation,other,phd,single,0
55,59133,32649,676,27,1,11,29,455.54,0.092,other,rent,high_school,married,0
50,78220,16143,782,17,0,8,16,3542.59,0.543,other,mortgage,bachelor,married,0
50,74813,33668,745,26,1,3,13,2801.55,0.449,medical,own,bachelor,married,0
67,59121,32983,586,1,0,14,13,2531.19,0.514,car,mortgage,master,divorced,0
55,47229,23816,761,39,0,11,29,2465.23,0.626,education,own,master,married,1
39,86063,15709,715,20,0,6,5,1646.36,0.23,home_improvement,rent,high_school,single,0
70,71579,10228,576,22,0,12,7,3310.93,0.555,home_improvement,mortgage,bachelor,divorced,0
28,25464,23623,664,1,0,2,24,3727.16,1.756,car,own,high_school,single,1
46,65522,13081,683,15,1,3,9,121.91,0.022,education,own,bachelor,married,0
69,31224,7924,574,3,3,13,23,408.87,0.157,debt_consolidation,own,bachelor,single,1
60,35885,500,699,33,0,4,17,2732.4,0.914,debt_consolidation,rent,high_school,widowed,1
27,43702,14002,820,4,0,9,0,1020.66,0.28,other,rent,master,single,1
50,61121,28160,745,33,0,12,6,3655.65,0.718,debt_consolidation,rent,high_school,married,0
27,69362,30111,661,21,1,4,6,2702.91,0.468,debt_consolidation,rent,high_school,married,0
23,49776,15639,630,19,0,7,12,1536.34,0.37,debt_consolidation,mortgage,high_school,single,0
21,50870,4335,672,38,1,12,15,1719.6,0.406,debt_consolidation,own,high_school,married,0
56,47418,25832,581,12,0,8,11,2794.44,0.707,debt_consolidation,mortgage,bachelor,single,1
45,86187,14815,616,33,0,5,28,649.76,0.09,debt_consolidation,own,high_school,married,0
57,8000,10611,512,5,0,2,18,3545.31,5.317,car,own,other,divorced,1
21,52283,500,680,28,0,11,5,118.61,0.027,debt_consolidation,rent,other,married,0
35,98624,40245,626,32,0,8,6,3917.89,0.477,car,rent,bachelor,single,0
57,72930,23860,693,0,1,5,29,753.82,0.124,debt_consolidation,rent,bachelor,single,0
33,91671,25154,658,6,0,5,24,2994.23,0.392,debt_consolidation,mortgage,master,single,0
60,9143,4646,579,21,0,7,16,255.71,0.336,medical,rent,master,married,1
28,28943,15956,664,31,0,6,28,1782.57,0.739,small_business,mortgage,high_school,married,1
25,72851,14022,600,13,0,3,18,2558.22,0.421,car,rent,master,married,0
29,98765,24385,765,23,0,14,4,373.89,0.045,debt_consolidation,rent,high_school,married,0
21,31469,31316,590,18,0,14,2,1828.84,0.697,debt_consolidation,rent,bachelor,widowed,1
56,50305,500,617,26,0,7,23,1282.23,0.306,small_business,mortgage,bachelor,married,0
55,70036,2103,579,22,0,12,25,2043.15,0.35,debt_consolidation,own,bachelor,married,0
22,23687,22748,572,20,0,14,21,2067.85,1.048,small_business,own,high_school,single,1
60,73042,8903,652,28,0,1,17,3162.4,0.52,home_improvement,own,high_school,single,0
43,8000,24778,562,0,0,4,16,581.67,0.872,education,rent,master,married,1
29,72305,10523,636,30,1,4,25,422.61,0.07,car,mortgage,master,married,0
54,35122,500,680,26,0,6,20,1667.37,0.57,debt_consolidation,rent,bachelor,single,1
66,48810,500,620,35,0,6,10,3561.33,0.876,debt_consolidation,rent,bachelor,single,1
34,76297,20809,495,26,1,10,24,3435.55,0.54,car,mortgage,bachelor,single,0
24,71181,21103,743,14,1,8,25,2283.97,0.385,small_business,rent,bachelor,single,0
50,59800,26642,668,24,1,12,8,3566.22,0.716,debt_consolidation,rent,high_school,married,0
51,84226,18934,669,14,0,1,16,3240.84,0.462,debt_consolidation,rent,bachelor,single,0
58,17495,500,633,39,2,13,18,1183.96,0.812,debt_consolidation,other,phd,single,1
31,65110,21041,706,18,1,7,12,763.41,0.141,home_improvement,mortgage,master,married,0
55,40245,500,715,10,0,14,5,1274.51,0.38,debt_consolidation,rent,bachelor,married,1
28,82950,500,722,32,0,4,20,985.76,0.143,other,own,high_school,married,0
23,77176,500,668,22,0,13,3,2528.6,0.393,home_improvement,own,master,married,0
34,78083,500,553,11,1,6,28,2381.11,0.366,other,own,bachelor,married,0
33,101134,18347,678,1,0,10,17,2433.91,0.289,small_business,mortgage,bachelor,married,0
65,88158,6225,668,20,0,14,11,838.28,0.114,debt_consolidation,rent,high_school,married,0
52,56064,500,611,13,0,9,27,3188.26,0.682,debt_consolidation,rent,master,married,0
54,59968,15276,593,33,0,3,27,1791.14,0.358,medical,mortgage,high_school,widowed,0
65,75023,1728,688,14,0,8,3,1942.56,0.311,home_improvement,own,bachelor,single,0
39,63404,26772,644,20,1,3,4,3988.15,0.755,debt_consolidation,mortgage,bachelor,married,0
58,77629,32402,622,22,0,6,11,1200.86,0.186,other,rent,bachelor,married,0
36,8000,12388,767,20,0,2,17,1637.14,2.455,home_improvement,mortgage,bachelor,married,1
22,107020,31527,697,13,0,9,25,2738.21,0.307,debt_consolidation,mortgage,bachelor,single,0
60,61525,31507,680,20,0,14,16,3533.61,0.689,home_improvement,own,high_school,single,0
37,19438,16015,735,11,0,13,22,594.45,0.367,small_business,rent,bachelor,single,1
54,37155,35801,673,4,0,2,22,2966.68,0.958,debt_consolidation,mortgage,high_school,married,1
62,8000,7540,600,1,1,12,23,3681.29,5.521,debt_consolidation,rent,bachelor,married,1
36,32744,500,622,21,1,5,9,1749.41,0.641,debt_consolidation,rent,bachelor,single,1
58,56443,500,701,5,0,6,5,1218.23,0.259,medical,mortgage,bachelor,married,0
22,97867,6987,693,1,0,4,16,2743.17,0.336,small_business,rent,bachelor,single,0
22,70266,21411,681,28,0,12,7,1059.69,0.181,debt_consolidation,mortgage,bachelor,single,0
46,65821,1142,570,35,0,7,1,1598.73,0.291,car,rent,high_school,married,0
33,31622,6890,706,6,1,13,11,3597.96,1.365,debt_consolidation,other,bachelor,married,1
67,39387,500,645,15,0,7,2,2402.3,0.732,home_improvement,own,high_school,married,1
51,41326,7165,691,32,0,12,23,470.41,0.137,other,rent,bachelor,married,1
54,42346,31112,591,32,0,7,19,1385.82,0.393,home_improvement,mortgage,bachelor,divorced,1
59,51211,19290,787,13,0,11,20,2546.33,0.597,other,rent,high_school,married,0
23,53099,8076,667,11,1,7,24,1977.84,0.447,education,mortgage,bachelor,single,0
28,51523,29645,620,5,1,13,26,2675.32,0.623,debt_consolidation,rent,master,married,0
43,43216,15307,695,11,0,10,22,3069.62,0.852,small_business,rent,bachelor,married,1
34,63376,16603,710,30,0,11,25,1974.4,0.374,debt_consolidation,other,bachelor,divorced,0
47,52139,28713,694,11,0,10,27,3949.11,0.909,home_improvement,rent,master,single,0
74,20110,10888,580,9,0,9,6,3667.23,2.188,car,mortgage,bachelor,married,1
49,60859,25994,729,39,0,2,0,333.64,0.066,other,rent,master,single,0
59,57080,25139,625,26,0,5,16,1139.08,0.239,debt_consolidation,mortgage,high_school,married,0
73,20509,13253,648,6,1,10,7,1272.12,0.744,medical,rent,high_school,single,1
59,45217,500,495,35,1,9,9,818.73,0.217,other,rent,high_school,divorced,1
21,74926,15152,617,32,1,12,16,1316.86,0.211,debt_consolidation,rent,high_school,single,0
37,31588,28647,617,26,0,13,15,1756.8,0.667,other,rent,bachelor,married,1
61,28945,24837,681,7,1,14,9,301.05,0.125,debt_consolidation,own,high_school,married,1
50,51877,35523,613,4,0,11,14,596.47,0.138,debt_consolidation,own,other,single,0
73,75573,9115,536,7,0,11,15,475.36,0.075,other,own,master,married,0
33,105258,24351,667,39,0,2,17,280.64,0.032,debt_consolidation,rent,other,married,0
41,76473,2924,632,20,2,3,3,1977.84,0.31,car,rent,master,married,0
39,87120,17419,599,23,1,7,24,1401.83,0.193,home_improvement,mortgage,phd,single,0
73,68667,28264,656,6,0,9,6,3748.24,0.655,debt_consolidation,other,bachelor,single,0
39,42872,25877,525,18,1,14,28,500.77,0.14,car,mortgage,bachelor,single,1
45,76292,16236,693,30,0,3,28,3711.54,0.584,debt_consolidation,rent,high_school,married,0
42,57859,11783,637,35,0,10,11,437.53,0.091,debt_consolidation,own,bachelor,single,0
51,69425,3062,631,26,1,8,22,2514.95,0.435,other,rent,master,single,0
37,36349,12290,716,28,1,11,11,1066.15,0.352,other,own,bachelor,single,1
43,71661,500,612,22,0,8,25,3324.54,0.557,home_improvement,other,high_school,married,0
52,56987,10881,668,19,2,12,22,339.75,0.072,debt_consolidation,own,bachelor,single,0
30,65781,500,640,5,0,4,20,3814.78,0.696,debt_consolidation,rent,high_school,single,0
30,57873,500,850,11,0,11,0,284.3,0.059,medical,mortgage,bachelor,single,0
56,53069,25233,684,11,1,13,20,1040.34,0.235,debt_consolidation,mortgage,bachelor,married,0
28,72117,23896,570,2,0,6,23,1910.32,0.318,debt_consolidation,rent,master,divorced,0
74,49847,11533,772,38,0,11,27,3048.63,0.734,other,mortgage,master,single,0
72,20282,15777,723,34,0,12,11,3809.34,2.254,debt_consolidation,mortgage,high_school,married,1
40,13150,17386,653,18,0,8,22,1769.37,1.615,debt_consolidation,rent,other,single,1
52,64610,20523,619,3,3,12,6,3053.51,0.567,debt_consolidation,rent,other,single,0
70,48819,19239,557,30,1,9,14,2935.93,0.722,other,rent,bachelor,single,1
34,16772,500,680,37,0,2,1,2327.56,1.665,home_improvement,own,master,divorced,1
70,62663,500,602,32,0,1,0,2794.58,0.535,debt_consolidation,own,high_school,married,0
48,57653,2797,588,5,0,5,3,248.46,0.052,other,mortgage,other,single,0
66,47509,13148,704,7,0,10,7,1822.15,0.46,medical,rent,bachelor,single,1
72,66170,26522,758,27,0,3,29,3164.86,0.574,debt_consolidation,mortgage,master,married,0
73,92877,17812,616,14,1,11,16,1949.46,0.252,home_improvement,rent,bachelor,single,0
44,92114,21412,706,30,0,13,28,3506.67,0.457,debt_consolidation,mortgage,master,single,0
35,63594,4237,664,7,0,6,17,3351.19,0.632,home_improvement,mortgage,bachelor,married,0
42,57882,14151,675,5,1,12,22,3467.44,0.719,debt_consolidation,own,bachelor,single,0
50,63943,15785,592,28,0,14,4,606.99,0.114,debt_consolidation,rent,phd,married,0
24,67725,5931,635,33,0,11,5,1052.15,0.186,car,rent,bachelor,single,0
33,53292,2165,573,6,0,1,11,215.43,0.049,home_improvement,own,master,single,0
43,64363,12279,564,39,0,12,23,3932.92,0.733,debt_consolidation,own,bachelor,divorced,0
28,20659,22934,686,9,0,11,27,1020.94,0.593,debt_consolidation,mortgage,master,divorced,1
38,62033,4140,613,12,0,4,15,1531.66,0.296,other,rent,bachelor,married,0
32,71920,12501,585,21,0,6,8,1172.21,0.196,debt_consolidation,mortgage,high_school,married,0
51,47753,31259,565,20,0,2,14,255.2,0.064,car,mortgage,master,married,1
34,57613,8767,544,0,0,11,7,1118.91,0.233,debt_consolidation,own,high_school,single,0
54,32212,15087,513,1,1,11,11,482.96,0.18,car,mortgage,master,married,1
38,28742,13731,657,28,0,8,13,1637.7,0.684,debt_consolidation,rent,high_school,married,1
54,65270,12746,466,10,1,4,16,3870.61,0.712,debt_consolidation,mortgage,bachelor,married,0
31,41760,35021,682,36,0,2,13,2823.22,0.811,car,rent,bachelor,married,1
61,15579,18669,682,6,0,1,26,2856.91,2.2,debt_consolidation,rent,bachelor,married,1
32,32205,500,643,34,0,8,19,1867.39,0.696,home_improvement,rent,bachelor,single,1
69,35840,33341,655,29,0,10,4,3264.09,1.093,debt_consolidation,rent,master,single,1
35,79364,18297,630,15,0,1,12,3642.31,0.551,debt_consolidation,own,bachelor,married,0
51,64477,10517,665,14,2,7,24,3850.05,0.717,education,mortgage,bachelor,single,0
69,38209,31193,664,39,0,7,5,486.06,0.153,debt_consolidation,mortgage,high_school,married,1
49,45305,5655,741,19,1,13,13,3530.61,0.935,debt_consolidation,mortgage,bachelor,married,1
46,92802,35588,757,27,0,6,5,977.82,0.126,debt_consolidation,other,high_school,single,0
38,83402,16119,755,36,0,8,29,1649.34,0.237,debt_consolidation,own,bachelor,single,0
52,32048,27066,594,2,0,10,2,1447.36,0.542,debt_consolidation,own,high_school,married,1
42,89088,51810,703,28,0,1,15,2733.01,0.368,debt_consolidation,rent,master,single,0
58,57984,17161,685,36,0,12,11,2431.91,0.503,debt_consolidation,rent,high_school,divorced,0
37,79990,13838,604,8,0,1,13,525.51,0.079,medical,mortgage,high_school,single,0
43,55917,2195,587,26,1,13,1,3153.01,0.677,debt_consolidation,rent,bachelor,married,0
44,89645,13553,623,31,0,1,17,1814.62,0.243,medical,rent,high_school,divorced,0
70,31009,2565,575,38,0,6,6,108.67,0.042,small_business,rent,high_school,divorced,1
28,53613,12756,552,30,1,7,4,1716.56,0.384,debt_consolidation,rent,master,married,0
61,90411,49736,684,25,0,10,11,2113.69,0.281,debt_consolidation,mortgage,bachelor,married,0
26,8000,16435,652,39,1,9,25,368.61,0.553,debt_consolidation,mortgage,high_school,married,1
25,58848,8355,651,2,0,10,16,689.43,0.141,home_improvement,mortgage,high_school,married,0
64,50161,12483,714,10,1,5,11,3974.93,0.951,car,mortgage,bachelor,married,0
49,77116,10057,636,28,0,1,20,3497.66,0.544,car,rent,bachelor,married,0
48,86747,27580,708,26,0,9,10,619.98,0.086,home_improvement,mortgage,bachelor,married,0
31,78257,13917,598,9,1,5,0,2363.21,0.362,debt_consolidation,other,high_school,married,0
21,66025,34306,597,34,0,6,8,1579.05,0.287,medical,rent,bachelor,married,0
63,61014,11206,650,22,1,9,7,2220.59,0.437,debt_consolidation,mortgage,phd,married,0
39,51432,11981,798,5,1,2,13,1935.09,0.451,other,rent,bachelor,divorced,0
29,65249,4238,739,10,0,14,3,287.78,0.053,debt_consolidation,rent,high_school,single,0
47,96491,10399,726,26,0,3,10,1330.14,0.165,debt_consolidation,rent,bachelor,single,0
54,39237,500,553,30,0,14,16,589.53,0.18,other,mortgage,master,widowed,1
64,49947,500,660,29,0,7,26,2006.98,0.482,home_improvement,mortgage,high_school,married,0
24,58112,22496,707,2,0,3,7,3638.54,0.751,education,rent,bachelor,married,0
56,85023,500,795,12,0,2,20,3982.58,0.562,debt_consolidation,mortgage,master,married,0
38,65582,19871,532,39,0,7,0,3782.59,0.692,other,rent,high_school,married,0
35,84587,8994,701,20,1,8,17,3944.22,0.56,other,rent,master,single,0
71,85852,26274,724,10,1,9,4,159.46,0.022,debt_consolidation,rent,bachelor,single,0
33,74800,500,681,2,0,2,28,2944.84,0.472,debt_consolidation,own,bachelor,married,0
39,33400,22179,555,37,0,13,29,1164.5,0.418,car,rent,other,married,1
69,101527,18979,667,30,0,2,24,3475.91,0.411,other,rent,high_school,single,0
26,95309,19350,680,23,1,11,25,3273.56,0.412,car,rent,bachelor,married,0
68,61588,28486,662,11,0,7,7,1752.33,0.341,other,mortgage,master,married,0
32,25455,15843,602,26,0,14,26,1945.72,0.917,debt_consolidation,mortgage,bachelor,married,1
71,20987,500,593,20,0,4,25,1133.86,0.648,other,mortgage,high_school,widowed,1
57,66357,20389,681,24,0,5,7,1226.34,0.222,debt_consolidation,mortgage,bachelor,married,0
37,42456,18836,602,29,0,1,28,3926.58,1.11,debt_consolidation,rent,high_school,single,1
43,17070,12064,604,29,0,6,8,3566.53,2.507,home_improvement,own,bachelor,single,1
46,20515,4898,640,9,2,10,17,848.29,0.496,car,rent,bachelor,single,1
49,48250,10668,661,2,1,13,6,1174.55,0.292,debt_consolidation,rent,bachelor,divorced,1
53,64873,32496,722,12,0,8,9,523.73,0.097,other,mortgage,bachelor,single,0
47,95142,3961,566,26,0,11,20,3956.6,0.499,other,mortgage,high_school,single,0
45,72105,500,559,17,1,1,15,3638.12,0.605,small_business,rent,high_school,married,0
30,50464,500,623,23,1,2,2,2253.18,0.536,debt_consolidation,own,master,single,0
67,69498,14576,523,13,0,7,9,2802.28,0.484,debt_consolidation,mortgage,high_school,married,0
43,67264,35050,691,38,0,14,29,3016.99,0.538,home_improvement,mortgage,high_school,single,0
41,78488,41458,510,3,0,2,7,894.86,0.137,small_business,rent,phd,single,0
41,59001,22802,699,15,0,9,17,3745.2,0.762,debt_consolidation,rent,bachelor,widowed,0
63,85904,3225,727,9,0,6,3,2154.3,0.301,car,own,bachelor,single,0
33,80611,4498,668,36,0,12,28,460.56,0.069,home_improvement,mortgage,high_school,married,0
57,62067,25510,519,26,0,12,11,1648.62,0.319,education,mortgage,high_school,married,0
53,57019,30979,657,0,0,5,20,2446.42,0.515,debt_consolidation,mortgage,bachelor,single,0
44,82993,7296,594,4,1,7,4,1476.01,0.213,car,own,bachelor,single,0
64,42163,32093,565,12,1,10,3,2826.9,0.805,debt_consolidation,mortgage,other,married,1
31,22334,12245,690,2,0,8,18,3539.99,1.902,debt_consolidation,rent,bachelor,married,1
37,22192,23571,703,16,0,13,18,3110.38,1.682,other,mortgage,high_school,single,1
24,40090,28745,739,18,1,9,4,2606.37,0.78,debt_consolidation,mortgage,bachelor,married,1
67,76491,500,630,36,0,6,14,2097.41,0.329,other,own,high_school,married,0
45,49430,20417,662,4,0,5,11,1092.41,0.265,debt_consolidation,mortgage,high_school,single,1
50,65112,32143,766,23,0,7,25,1874.29,0.345,home_improvement,rent,bachelor,single,0
29,47617,8272,796,32,0,2,12,1242.52,0.313,debt_consolidation,rent,high_school,single,1
41,47816,2321,725,20,0,8,5,3742.69,0.939,other,mortgage,high_school,married,1
40,34363,20937,625,2,0,12,28,3638.51,1.271,other,mortgage,other,divorced,1
39,57702,16601,650,3,2,4,16,707.72,0.147,debt_consolidation,rent,bachelor,married,0
39,55620,11072,637,31,0,1,26,3308.22,0.714,debt_consolidation,mortgage,high_school,single,0
32,70316,14973,699,23,0,3,19,2841.37,0.485,education,own,high_school,married,0
57,67192,500,592,34,0,13,9,3903.33,0.697,other,rent,master,married,0
62,55071,19853,672,17,0,9,13,1906.9,0.416,car,mortgage,master,married,0
37,22347,34111,672,2,0,4,14,2916.48,1.566,medical,rent,bachelor,married,1
57,86764,6423,676,38,0,10,9,2119.75,0.293,debt_consolidation,rent,bachelor,married,0
74,57873,5058,578,25,0,10,5,370.66,0.077,car,rent,master,married,0
68,61991,17070,667,23,2,14,28,282.38,0.055,education,mortgage,phd,married,0
59,100012,49150,773,0,0,11,15,576.23,0.069,debt_consolidation,other,high_school,single,0
48,82705,28198,618,33,0,3,1,1255.15,0.182,small_business,mortgage,master,married,0
61,71161,13869,668,11,0,4,9,1110.54,0.187,other,rent,master,married,0
55,59942,15475,521,16,1,3,4,2940.47,0.589,other,rent,bachelor,single,0
67,59708,29386,667,20,0,3,26,2892.1,0.581,debt_consolidation,mortgage,high_school,single,0
68,66002,4087,665,20,0,2,8,3888.44,0.707,debt_consolidation,rent,bachelor,married,0
38,70172,22340,658,2,1,6,18,1310.52,0.224,home_improvement,mortgage,high_school,single,0
34,102785,1590,701,27,0,13,18,3759.96,0.439,debt_consolidation,rent,high_school,single,0
55,121831,26098,630,24,1,10,8,2490.12,0.245,other,rent,phd,single,0
64,67256,11472,732,5,0,6,15,2031.7,0.362,debt_consolidation,rent,bachelor,single,0
61,8000,17408,588,29,0,10,28,2704.58,4.056,small_business,mortgage,bachelor,divorced,1
27,36206,10693,751,31,2,4,18,2840.75,0.942,debt_consolidation,rent,high_school,married,1
61,105287,23384,664,21,0,14,19,770.52,0.088,home_improvement,rent,bachelor,single,0
33,77966,12903,644,37,0,8,27,3031.69,0.467,debt_consolidation,mortgage,bachelor,single,0
38,70651,40895,549,13,0,6,24,2928.17,0.497,debt_consolidation,mortgage,high_school,single,0
57,55829,32026,572,33,0,12,3,3990.38,0.858,debt_consolidation,own,bachelor,single,0
33,30274,500,674,25,0,8,4,3656.6,1.449,car,rent,high_school,single,1
56,101944,17297,599,39,0,6,17,2770.17,0.326,small_business,rent,bachelor,married,0
51,39419,23821,719,12,1,13,7,2878.22,0.876,debt_consolidation,mortgage,master,married,1
22,78232,9502,670,29,0,9,12,3789.34,0.581,debt_consolidation,rent,high_school,married,0
36,27482,29549,550,18,0,3,8,3872.0,1.691,education,rent,high_school,married,1
29,54616,28135,703,38,0,14,9,3325.16,0.731,small_business,rent,bachelor,married,0
29,84823,13997,638,2,0,3,3,3092.83,0.438,debt_consolidation,own,bachelor,married,0
58,53757,26774,646,30,0,2,18,534.33,0.119,debt_consolidation,rent,high_school,divorced,0
31,50788,500,723,11,1,10,3,3338.26,0.789,debt_consolidation,mortgage,bachelor,married,0
74,60265,31291,552,14,0,14,28,1087.46,0.217,debt_consolidation,own,high_school,married,0
42,26599,25638,571,37,0,14,12,2298.76,1.037,debt_consolidation,own,high_school,married,1
53,21896,1947,672,39,0,6,22,1680.95,0.921,home_improvement,mortgage,high_school,single,1
56,77855,18022,531,13,0,7,16,1447.87,0.223,other,other,high_school,divorced,0
65,49444,500,607,34,0,7,26,1309.98,0.318,debt_consolidation,mortgage,bachelor,single,0
43,77662,5838,718,15,0,5,10,3436.17,0.531,small_business,rent,bachelor,married,0
65,87954,28147,642,23,2,6,1,3099.63,0.423,home_improvement,own,high_school,single,0
65,89966,14845,553,16,1,7,25,2141.45,0.286,other,mortgage,high_school,married,0
54,19474,14181,663,17,1,11,4,2691.47,1.658,small_business,rent,bachelor,divorced,1
29,42554,15542,621,16,1,2,24,3939.66,1.111,medical,mortgage,bachelor,single,1
44,73439,14142,600,15,0,10,12,1650.39,0.27,car,mortgage,high_school,married,0
28,73825,26849,850,20,0,14,21,2249.29,0.366,small_business,own,high_school,single,0
27,116235,7572,690,23,0,12,2,2180.74,0.225,debt_consolidation,own,bachelor,single,0
56,37309,20032,630,33,0,7,18,3750.29,1.206,debt_consolidation,rent,high_school,single,1
38,89204,1264,712,35,0,1,28,1471.09,0.198,other,rent,bachelor,single,0
23,69306,23893,629,26,0,6,22,3946.39,0.683,education,mortgage,bachelor,married,0
48,18994,11143,613,38,0,8,18,1288.32,0.814,debt_consolidation,mortgage,master,married,1
26,46304,14508,670,16,0,13,15,524.74,0.136,medical,rent,master,single,1
64,66563,10653,685,24,0,1,15,846.36,0.153,debt_consolidation,rent,bachelor,single,0
64,17390,12172,714,37,0,1,25,1762.26,1.216,debt_consolidation,rent,bachelor,single,1
41,8152,2943,749,20,1,6,2,2634.05,3.877,car,mortgage,bachelor,single,1
48,15968,18951,733,3,0,5,25,2115.62,1.59,home_improvement,rent,bachelor,single,1
60,66478,21655,709,24,0,3,27,1567.48,0.283,home_improvement,rent,high_school,single,0
74,47883,500,717,29,1,14,22,2291.93,0.574,debt_consolidation,mortgage,master,married,1
74,44501,7843,732,32,0,10,24,3371.34,0.909,other,rent,other,married,1
21,45359,15360,699,38,1,13,8,3371.83,0.892,other,rent,high_school,single,1
56,24396,7816,539,25,1,10,18,2932.29,1.442,debt_consolidation,own,master,married,1
41,48589,12326,684,24,1,7,23,3814.55,0.942,debt_consolidation,mortgage,bachelor,married,1
63,14490,34393,746,15,0,7,0,2401.8,1.989,debt_consolidation,rent,bachelor,married,1
55,89691,2782,593,23,2,7,13,129.86,0.017,medical,own,bachelor,married,0
33,102308,500,622,4,1,14,27,1234.63,0.145,other,rent,high_school,single,0
69,8000,7815,645,38,0,6,23,1380.07,2.07,home_improvement,mortgage,master,divorced,1
74,48271,11062,663,12,0,4,10,2234.57,0.555,medical,rent,bachelor,single,1
74,49899,9120,611,29,0,9,17,3629.07,0.873,education,mortgage,bachelor,married,0
30,55637,18225,654,6,0,12,19,3368.65,0.727,home_improvement,rent,master,single,0
73,85038,2663,685,16,0,9,6,1005.47,0.142,debt_consolidation,rent,bachelor,single,0
64,48344,896,509,26,0,7,5,2125.62,0.528,debt_consolidation,mortgage,high_school,single,1
67,57793,6906,655,34,0,7,11,2670.68,0.555,debt_consolidation,mortgage,high_school,divorced,0
73,134476,7153,623,4,1,8,24,3951.3,0.353,home_improvement,mortgage,master,single,0
30,57217,40450,530,4,0,11,29,222.08,0.047,debt_consolidation,mortgage,master,married,0
66,104155,33629,689,23,1,5,23,1909.12,0.22,debt_consolidation,rent,other,divorced,0
33,72549,500,671,6,1,11,1,3953.62,0.654,debt_consolidation,mortgage,high_school,married,0
57,46157,500,661,6,2,9,12,3911.1,1.017,car,mortgage,bachelor,single,1
58,41981,13970,692,13,0,6,19,1389.83,0.397,other,rent,bachelor,widowed,1
44,59818,37939,672,14,0,7,0,100.07,0.02,other,own,bachelor,married,0
22,31838,22993,598,4,0,12,22,2388.26,0.9,education,own,bachelor,divorced,1
42,38403,14605,700,36,0,7,14,3481.06,1.088,small_business,own,high_school,single,1
37,49423,9527,712,3,0,9,19,1364.76,0.331,debt_consolidation,mortgage,high_school,married,0
56,67333,27925,573,29,0,7,7,3743.65,0.667,debt_consolidation,mortgage,high_school,single,0
34,105649,17135,711,19,0,14,17,1397.54,0.159,debt_consolidation,own,bachelor,married,0
30,47876,35781,630,25,1,3,14,2479.79,0.622,debt_consolidation,rent,high_school,divorced,1
55,71537,500,692,8,0,6,7,2915.98,0.489,car,own,master,single,0
45,19302,20083,660,29,0,6,1,1447.12,0.9,debt_consolidation,rent,high_school,single,1
23,86507,8240,637,21,0,11,10,1473.61,0.204,small_business,rent,bachelor,single,0
67,16957,19971,687,39,0,12,7,1932.98,1.368,debt_consolidation,rent,phd,married,1
58,79959,18010,626,29,0,7,28,3357.37,0.504,debt_consolidation,mortgage,bachelor,single,0
37,57976,21115,725,19,1,6,12,493.32,0.102,other,rent,high_school,married,0
32,56983,26730,737,27,0,4,0,2562.77,0.54,debt_consolidation,rent,high_school,single,0
74,52493,31677,611,6,0,14,28,2741.66,0.627,home_improvement,mortgage,bachelor,divorced,0
72,27468,38420,638,3,0,6,17,2275.7,0.994,debt_consolidation,mortgage,high_school,married,1
44,28793,15189,623,27,2,3,4,3749.77,1.563,debt_consolidation,own,other,married,1
49,80913,8491,676,34,0,1,0,2447.76,0.363,car,rent,bachelor,single,0
63,60298,500,741,32,0,1,11,2574.85,0.512,car,rent,bachelor,single,0
45,52311,20218,533,6,0,5,4,2439.06,0.56,debt_consolidation,rent,bachelor,married,0
56,71084,25019,550,8,0,11,20,2915.87,0.492,medical,mortgage,phd,married,0
46,62532,500,644,33,0,13,15,628.1,0.121,education,rent,bachelor,divorced,0
58,40176,28735,663,38,1,14,22,3587.68,1.072,debt_consolidation,rent,bachelor,single,1
21,121524,13783,584,33,1,8,17,265.72,0.026,debt_consolidation,mortgage,master,married,0
40,78518,500,662,12,0,3,1,2598.9,0.397,small_business,own,master,single,0
48,63176,4820,598,28,0,13,14,2500.38,0.475,education,rent,high_school,married,0
36,47159,3681,618,34,0,2,27,911.67,0.232,debt_consolidation,mortgage,high_school,single,1
67,83818,3894,738,9,1,8,21,258.77,0.037,debt_consolidation,rent,high_school,single,0
37,40310,21838,625,29,1,9,29,641.46,0.191,debt_consolidation,rent,high_school,married,1
60,38205,25365,624,25,0,9,10,1159.52,0.364,debt_consolidation,rent,master,married,1
48,102333,35389,659,34,2,2,28,3540.21,0.415,debt_consolidation,mortgage,high_school,single,0
32,60766,6621,726,27,1,12,9,3437.36,0.679,other,mortgage,high_school,single,0
47,40916,19115,646,28,0,8,2,349.04,0.102,small_business,own,high_school,married,1
74,60142,7235,610,5,1,2,12,1228.15,0.245,small_business,own,other,married,0
73,81254,15241,690,2,0,7,12,3568.33,0.527,debt_consolidation,mortgage,master,married,0
62,75531,500,706,28,0,8,23,1022.97,0.163,debt_consolidation,rent,bachelor,single,0
67,84356,1521,730,1,0,1,2,3984.26,0.567,debt_consolidation,own,master,married,0
